filename,expected,predicted,correct,cer,wer,time_ms
041HN.jpg,041HN,041HN,1,0.0,0.0,26636.2
065CF.jpg,065CF,065CF,1,0.0,0.0,67.7
084LK.jpg,084LK,084LK,1,0.0,0.0,68.6
10FT07.jpg,10FT07,10FT07,1,0.0,0.0,80.0
10FT07_1.jpg,10FT07,10FT07,1,0.0,0.0,78.5
10FT07_2.jpg,10FT07,10ET07,0,0.1667,1.0,79.1
115FT.jpg,115FT,115FT,1,0.0,0.0,119.2
1474DPG.jpg,1474DPG,1474DPG,1,0.0,0.0,87.7
1474DPG_1.jpg,1474DPG,1474DPG,1,0.0,0.0,87.1
170ZW.jpg,170ZW,170ZW,1,0.0,0.0,68.4
1903ZD69.jpg,1903ZD69,1903ZD69,1,0.0,0.0,106.7
1928KS69.jpg,1928KS69,1928X5,0,0.5,1.0,87.6
1928KS69_1.jpg,1928KS69,928KSB,0,0.375,1.0,78.2
1945SL69.jpg,1945SL69,1945SL69,1,0.0,0.0,96.7
1945SL69_1.jpg,1945SL69,1945SL69,1,0.0,0.0,96.9
20160232.jpg,20160232,20R16UJ495,0,0.75,1.0,125.9
217AK.jpg,217AK,P17AK,0,0.2,1.0,68.5
218AFM69.jpg,218AFM69,218AFM69,1,0.0,0.0,97.2
230BJE69.jpg,230BJE69,230BJE69,1,0.0,0.0,97.5
2750XW69.jpg,2750XW69,2750XW69,1,0.0,0.0,112.5
2750XW69_1.jpg,2750XW69,2750XW69,1,0.0,0.0,107.1
288BJJ69.jpg,288BJJ69,D288BJJ69,0,0.125,1.0,107.1
316ZC.jpg,316ZC,J316ZC,0,0.2,1.0,87.8
32TX.jpg,32TX,32TX,1,0.0,0.0,58.9
351AGW69.jpg,351AGW69,B351AGW69,0,0.125,1.0,106.7
3778WP69.jpg,3778WP69,3778WP69,1,0.0,0.0,97.5
3778WP69_1.jpg,3778WP69,3778WP69,1,0.0,0.0,97.4
414TA53.jpg,414TA53,414TA53,1,0.0,0.0,87.6
4353SZ53.jpg,4353SZ53,4353SZ53,1,0.0,0.0,97.3
438YY.jpg,438YY,438YY,1,0.0,0.0,68.8
43980687.jpg,43980687,13980687,0,0.125,1.0,106.9
464ZN69.jpg,464ZN69,464ZN69,1,0.0,0.0,87.3
464ZN69_1.jpg,464ZN69,464ZN69,1,0.0,0.0,87.6
466NT.jpg,466NT,466NT,1,0.0,0.0,68.3
520ANV69.jpg,520ANV69,520ANV69,1,0.0,0.0,97.5
542DHK38.jpg,542DHK38,542DHK38,1,0.0,0.0,98.0
549FP.jpg,549FP,549FP,1,0.0,0.0,68.5
600AWQ69.jpg,600AWQ69,600AWQ69,1,0.0,0.0,97.5
6039SG53.jpg,6039SG53,6039SG53,1,0.0,0.0,97.2
6044RJ69.jpg,6044RJ69,6044RJ69,1,0.0,0.0,106.8
628AVM69.jpg,628AVM69,628AVM69,1,0.0,0.0,97.5
66RE.jpg,66RE,66RE,1,0.0,0.0,59.7
68MC.jpg,68MC,168MC,0,0.25,1.0,68.4
6CK.jpg,6CK,6CK,1,0.0,0.0,48.9
6H787GJ.jpg,6H787GJ,6H787GJ,1,0.0,0.0,97.4
7090100.jpg,7090100,7090100,1,0.0,0.0,97.2
7090100_1.jpg,7090100,7090100,1,0.0,0.0,97.4
762CB.jpg,762CB,762C8,0,0.2,1.0,78.3
790RS.jpg,790RS,790RS,1,0.0,0.0,68.6
794BBG69.jpg,794BBG69,794BBG69,1,0.0,0.0,97.1
80117SM.jpg,80117SM,80117SM,1,0.0,0.0,106.8
808AJF69.jpg,808AJF69,808AJF69,1,0.0,0.0,97.4
808AJF69_1.jpg,808AJF69,808AJF69,1,0.0,0.0,97.5
8097YS4.jpg,8097YS4,8097YS4,1,0.0,0.0,87.7
819ATZ69.jpg,819ATZ69,819ATZ63,0,0.125,1.0,97.5
8360YF69.jpg,8360YF69,8360YF69,1,0.0,0.0,106.7
849WA62.jpg,849WA62,849WA62,1,0.0,0.0,87.7
849WA62_1.jpg,849WA62,849WA62,1,0.0,0.0,88.2
863BBR69.jpg,863BBR69,863BBR69,1,0.0,0.0,97.6
8680ZM69.jpg,8680ZM69,8680ZM69,1,0.0,0.0,106.6
877ATP69.jpg,877ATP69,877ATP69,1,0.0,0.0,98.3
8HT.jpg,8HT,8HT,1,0.0,0.0,49.2
916BHN06.jpg,916BHN06,916BHN06,1,0.0,0.0,97.5
916BHN06_1.jpg,916BHN06,916BHN06,1,0.0,0.0,98.4
928QS.jpg,928QS,9280S,0,0.2,1.0,78.6
954MR.jpg,954MR,954MR,1,0.0,0.0,68.8
960FN.jpg,960FN,960FN,1,0.0,0.0,68.7
970GA.jpg,970GA,970GA,1,0.0,0.0,68.3
991BLT69.jpg,991BLT69,991BLT69,1,0.0,0.0,97.6
AA025HX.jpg,AA025HX,AA025HX,1,0.0,0.0,78.0
AA181DH.jpg,AA181DH,AA181DH,1,0.0,0.0,78.9
AA194VD.jpg,AA194VD,AA194VD,1,0.0,0.0,77.8
AA194VD_1.jpg,AA194VD,AA194VO,0,0.1429,1.0,78.2
AA245LB.jpg,AA245LB,AA245LB,1,0.0,0.0,78.2
AA245LB_1.jpg,AA245LB,AA245LB,1,0.0,0.0,83.2
AA249.jpg,AA249,AA249,1,0.0,0.0,68.1
AA249EL.jpg,AA249EL,AA249EL,1,0.0,0.0,78.2
AA329XK.jpg,AA329XK,AA329XK,1,0.0,0.0,87.8
AA448CD.jpg,AA448CD,AA448CD,1,0.0,0.0,78.3
AA675LD.jpg,AA675LD,AA675LD,1,0.0,0.0,78.1
AA865MX.jpg,AA865MX,AA865MX,1,0.0,0.0,78.2
AB107JS.jpg,AB107JS,AB107JS,1,0.0,0.0,83.1
AB309GX.jpg,AB309GX,AB309GX,1,0.0,0.0,77.9
AB309GX_1.jpg,AB309GX,AB309GX,1,0.0,0.0,78.1
AB330LH.jpg,AB330LH,AB330LH,1,0.0,0.0,87.7
AB330LH_1.jpg,AB330LH,AB330LH,1,0.0,0.0,87.4
AB374GE.jpg,AB374GE,AB374GE,1,0.0,0.0,78.6
AB476RW.jpg,AB476RW,KAB476RH,0,0.2857,1.0,87.2
AB688LP.jpg,AB688LP,AB688LP,1,0.0,0.0,78.2
AB688LP_1.jpg,AB688LP,AB68GLP,0,0.1429,1.0,78.5
AB7828EC.jpg,AB7828EC,AB7828EC,1,0.0,0.0,88.1
AB7828EC_1.jpg,AB7828EC,AB7828EC,1,0.0,0.0,105.9
AB904SR.jpg,AB904SR,AB904SR,1,0.0,0.0,78.3
AB972NB.jpg,AB972NB,AB972NB,1,0.0,0.0,78.4
AC258ES.jpg,AC258ES,AC258ES,1,0.0,0.0,78.1
AC393GB.jpg,AC393GB,AC393GB,1,0.0,0.0,78.4
AC694ZD.jpg,AC694ZD,AC694ZD,1,0.0,0.0,87.9
AC704KF.jpg,AC704KF,AC704KF,1,0.0,0.0,78.2
AC704KF_1.jpg,AC704KF,AC704KF,1,0.0,0.0,78.3
AC816MY.jpg,AC816MY,AC816MY,1,0.0,0.0,78.4
AD566BE.jpg,AD566BE,AD566BE,1,0.0,0.0,78.3
AD605GE.jpg,AD605GE,AD605GE,1,0.0,0.0,78.3
AD704GR.jpg,AD704GR,AD704GR,1,0.0,0.0,78.4
AE226AS.jpg,AE226AS,AE226AS,1,0.0,0.0,78.1
AE638YX.jpg,AE638YX,AE638YX,1,0.0,0.0,87.7
AE692CG.jpg,AE692CG,AE692CG,1,0.0,0.0,78.4
AF448HZ.jpg,AF448HZ,AF448HZ,1,0.0,0.0,78.1
AF919WS.jpg,AF919WS,AF919WS,1,0.0,0.0,77.8
AF970GA.jpg,AF970GA,AF970GA,1,0.0,0.0,78.3
AG343RH.jpg,AG343RH,AC343RH,0,0.1429,1.0,77.6
AG431QB.jpg,AG431QB,AG431DB,0,0.1429,1.0,78.2
AG644BR.jpg,AG644BR,AG644BR,1,0.0,0.0,77.8
AG699FS.jpg,AG699FS,AG699FS,1,0.0,0.0,78.3
AG797WZ.jpg,AG797WZ,AG797WZ,1,0.0,0.0,88.0
AG797WZ_1.jpg,AG797WZ,AG797WZ,1,0.0,0.0,87.8
AH238YA.jpg,AH238YA,AH238YA,1,0.0,0.0,78.4
AH246RJ.jpg,AH246RJ,AH246RJ,1,0.0,0.0,87.7
AH365BZ.jpg,AH365BZ,AH365BZ,1,0.0,0.0,87.6
AH745TV.jpg,AH745TV,AH745TV,1,0.0,0.0,78.1
AH779GF.jpg,AH779GF,AH779GF,1,0.0,0.0,78.3
AH870KN.jpg,AH870KN,AH870KN,1,0.0,0.0,78.1
AH973FS.jpg,AH973FS,AH973FS,1,0.0,0.0,78.0
AH973FS_1.jpg,AH973FS,AH973FS,1,0.0,0.0,78.1
AH973FS_2.jpg,AH973FS,AH973FS,1,0.0,0.0,78.6
AJ827LJ.jpg,AJ827LJ,AJ827LJ,1,0.0,0.0,93.5
AK242EY.jpg,AK242EY,AK242EY,1,0.0,0.0,87.6
AK647ZB.jpg,AK647ZB,AK647ZB,1,0.0,0.0,87.4
AK647ZB_1.jpg,AK647ZB,AK647ZB,1,0.0,0.0,87.7
AK696MF.jpg,AK696MF,AK696MF,1,0.0,0.0,77.8
AK696MF_1.jpg,AK696MF,AK696MF,1,0.0,0.0,77.9
AK745MH.jpg,AK745MH,AK745MH,1,0.0,0.0,78.5
AK832DQ.jpg,AK832DQ,AK832DQ,1,0.0,0.0,88.5
AL204QG.jpg,AL204QG,AL204QG,1,0.0,0.0,87.3
AL204QG_1.jpg,AL204QG,AL204QC,0,0.1429,1.0,78.1
AL672PE.jpg,AL672PE,AL672PE,1,0.0,0.0,78.1
AL681WF.jpg,AL681WF,AL681WF,1,0.0,0.0,78.5
AL728VS.jpg,AL728VS,AL728VS,1,0.0,0.0,78.1
AL735LR.jpg,AL735LR,AL735LR,1,0.0,0.0,78.0
AL876VF.jpg,AL876VF,AL876VF,1,0.0,0.0,78.0
AM908JL.jpg,AM908JL,AM908JL,1,0.0,0.0,88.1
AN012KT.jpg,AN012KT,AN012KT69,0,0.2857,1.0,98.0
AN012KT_1.jpg,AN012KT,AN012KT,1,0.0,0.0,78.1
AN071MW.jpg,AN071MW,AN071MW,1,0.0,0.0,78.1
AN117DT.jpg,AN117DT,AN117DT,1,0.0,0.0,78.4
AN388BJ.jpg,AN388BJ,AN388BJ,1,0.0,0.0,78.1
AN389QD.jpg,AN389QD,AN389DD,0,0.1429,1.0,77.9
AN719GJ.jpg,AN719GJ,AN719GJ,1,0.0,0.0,87.7
AN858ZV.jpg,AN858ZV,AN858ZV,1,0.0,0.0,87.5
AN876TR.jpg,AN876TR,AN876TR,1,0.0,0.0,78.5
AO605GE.jpg,AO605GE,AO605GE,1,0.0,0.0,78.4
AO704GR.jpg,AO704GR,AO704GR,1,0.0,0.0,77.8
AO704GR_1.jpg,AO704GR,AO704GR,1,0.0,0.0,78.8
AO704GR_2.jpg,AO704GR,AO704GR,1,0.0,0.0,78.1
AP077Y.jpg,AP077Y,AP077YI,0,0.1667,1.0,87.5
AP267HE.jpg,AP267HE,AP267HE,1,0.0,0.0,78.3
AP344LN.jpg,AP344LN,AP344LN,1,0.0,0.0,78.2
AP344LN_1.jpg,AP344LN,AP344LN69,0,0.2857,1.0,98.1
AP590NY.jpg,AP590NY,AP590NY,1,0.0,0.0,78.5
AP889ZM.jpg,AP889ZM,AP889ZN,0,0.1429,1.0,78.2
AQ370XH.jpg,AQ370XH,AQ370XH,1,0.0,0.0,87.5
AQ962ZJ.jpg,AQ962ZJ,AQ962ZJ,1,0.0,0.0,87.6
