filename,expected,predicted,correct,cer,wer,time_ms
041HN.jpg,041HN,041HN,1,0.0,0.0,27273.3
065CF.jpg,065CF,065CF,1,0.0,0.0,77.5
084LK.jpg,084LK,084LK,1,0.0,0.0,77.9
10FT07.jpg,10FT07,10FT07,1,0.0,0.0,99.0
10FT07_1.jpg,10FT07,10FT07,1,0.0,0.0,97.2
10FT07_2.jpg,10FT07,10FT07,1,0.0,0.0,97.4
115FT.jpg,115FT,115FT,1,0.0,0.0,68.6
1474DPG.jpg,1474DPG,1474DPG,1,0.0,0.0,88.1
1474DPG_1.jpg,1474DPG,1474DPG,1,0.0,0.0,88.0
170ZW.jpg,170ZW,170ZW,1,0.0,0.0,68.6
1903ZD69.jpg,1903ZD69,1903ZD69,1,0.0,0.0,106.8
1928KS69.jpg,1928KS69,1928KS34,0,0.25,1.0,106.7
1928KS69_1.jpg,1928KS69,1928XS63,0,0.25,1.0,108.0
1945SL69.jpg,1945SL69,1945SL69,1,0.0,0.0,98.6
1945SL69_1.jpg,1945SL69,1945SL69,1,0.0,0.0,98.0
20160232.jpg,20160232,20P1U34,0,0.625,1.0,97.3
217AK.jpg,217AK,P17AK,0,0.2,1.0,68.7
218AFM69.jpg,218AFM69,218AFM69,1,0.0,0.0,97.0
230BJE69.jpg,230BJE69,230BJE69,1,0.0,0.0,97.6
2750XW69.jpg,2750XW69,2750XW69,1,0.0,0.0,111.9
2750XW69_1.jpg,2750XW69,2750XW69,1,0.0,0.0,107.3
288BJJ69.jpg,288BJJ69,288BJJ69,1,0.0,0.0,97.0
316ZC.jpg,316ZC,316ZC,1,0.0,0.0,77.7
32TX.jpg,32TX,32TX,1,0.0,0.0,58.7
351AGW69.jpg,351AGW69,351AGW69,1,0.0,0.0,97.6
3778WP69.jpg,3778WP69,3778WP69,1,0.0,0.0,97.1
3778WP69_1.jpg,3778WP69,3778WP69,1,0.0,0.0,97.3
414TA53.jpg,414TA53,414TA53,1,0.0,0.0,87.8
4353SZ53.jpg,4353SZ53,4353SZ53,1,0.0,0.0,97.6
438YY.jpg,438YY,438YY,1,0.0,0.0,69.5
43980687.jpg,43980687,13980687,0,0.125,1.0,106.9
464ZN69.jpg,464ZN69,464ZN69,1,0.0,0.0,87.4
464ZN69_1.jpg,464ZN69,464ZN69,1,0.0,0.0,87.5
466NT.jpg,466NT,466NT,1,0.0,0.0,78.4
520ANV69.jpg,520ANV69,520ANV69,1,0.0,0.0,96.6
542DHK38.jpg,542DHK38,542DHK38J,0,0.125,1.0,107.2
549FP.jpg,549FP,549FP,1,0.0,0.0,78.1
600AWQ69.jpg,600AWQ69,600AWQ69,1,0.0,0.0,96.8
6039SG53.jpg,6039SG53,6039SG53,1,0.0,0.0,97.2
6044RJ69.jpg,6044RJ69,6044RJ69,1,0.0,0.0,106.7
628AVM69.jpg,628AVM69,628AVM69,1,0.0,0.0,97.6
66RE.jpg,66RE,66RE,1,0.0,0.0,58.5
68MC.jpg,68MC,768MC,0,0.25,1.0,68.5
6CK.jpg,6CK,6CK,1,0.0,0.0,49.7
6H787GJ.jpg,6H787GJ,6H787GJ,1,0.0,0.0,97.0
7090100.jpg,7090100,7090100,1,0.0,0.0,97.1
7090100_1.jpg,7090100,7090100,1,0.0,0.0,97.8
762CB.jpg,762CB,762C8,0,0.2,1.0,78.3
790RS.jpg,790RS,790RS,1,0.0,0.0,77.8
794BBG69.jpg,794BBG69,794BBG69,1,0.0,0.0,97.1
80117SM.jpg,80117SM,80117SM,1,0.0,0.0,107.1
808AJF69.jpg,808AJF69,808AJF69,1,0.0,0.0,97.5
808AJF69_1.jpg,808AJF69,808AJF69,1,0.0,0.0,97.2
8097YS4.jpg,8097YS4,8097YS4,1,0.0,0.0,87.9
819ATZ69.jpg,819ATZ69,819ATZ63,0,0.125,1.0,106.8
8360YF69.jpg,8360YF69,8360YF69,1,0.0,0.0,107.0
849WA62.jpg,849WA62,849WA62,1,0.0,0.0,87.7
849WA62_1.jpg,849WA62,849WA62,1,0.0,0.0,88.2
863BBR69.jpg,863BBR69,863BBR69,1,0.0,0.0,97.1
8680ZM69.jpg,8680ZM69,8680ZM69,1,0.0,0.0,106.8
877ATP69.jpg,877ATP69,877ATP69,1,0.0,0.0,97.2
8HT.jpg,8HT,8HT,1,0.0,0.0,50.2
916BHN06.jpg,916BHN06,916BHN06,1,0.0,0.0,97.5
916BHN06_1.jpg,916BHN06,916BHN06,1,0.0,0.0,97.3
928QS.jpg,928QS,9280S,0,0.2,1.0,77.8
954MR.jpg,954MR,954MR,1,0.0,0.0,78.1
960FN.jpg,960FN,960FN,1,0.0,0.0,68.4
970GA.jpg,970GA,970GA,1,0.0,0.0,68.5
991BLT69.jpg,991BLT69,991BLT69,1,0.0,0.0,97.1
AA025HX.jpg,AA025HX,AA025HX,1,0.0,0.0,97.1
AA181DH.jpg,AA181DH,AA181DH,1,0.0,0.0,78.4
AA194VD.jpg,AA194VD,AA194VD,1,0.0,0.0,77.7
AA194VD_1.jpg,AA194VD,AA194VO,0,0.1429,1.0,78.6
AA245LB.jpg,AA245LB,AA245LB,1,0.0,0.0,97.0
AA245LB_1.jpg,AA245LB,AA245LB,1,0.0,0.0,83.0
AA249.jpg,AA249,AA249,1,0.0,0.0,78.0
AA249EL.jpg,AA249EL,AA249EL,1,0.0,0.0,77.8
AA329XK.jpg,AA329XK,AA329XK,1,0.0,0.0,88.2
AA448CD.jpg,AA448CD,AA448CD,1,0.0,0.0,77.3
AA675LD.jpg,AA675LD,AA675LD,1,0.0,0.0,78.5
AA865MX.jpg,AA865MX,AA865MX,1,0.0,0.0,78.2
AB107JS.jpg,AB107JS,AB107JS,1,0.0,0.0,83.4
AB309GX.jpg,AB309GX,AB309GX,1,0.0,0.0,78.4
AB309GX_1.jpg,AB309GX,AB309GX,1,0.0,0.0,77.9
