filename,expected,predicted,correct,cer,wer,time_ms
041HN.jpg,041HN,041HN,1,0.0,0.0,27411.2
065CF.jpg,065CF,065CF,1,0.0,0.0,30.1
084LK.jpg,084LK,084LK,1,0.0,0.0,27.5
10FT07.jpg,10FT07,10FT07,1,0.0,0.0,100.8
10FT07_1.jpg,10FT07,10FT07,1,0.0,0.0,30.7
10FT07_2.jpg,10FT07,06ET07,0,0.5,1.0,29.8
115FT.jpg,115FT,115FT,1,0.0,0.0,25.9
1474DPG.jpg,1474DPG,1474DPG,1,0.0,0.0,36.1
1474DPG_1.jpg,1474DPG,1474DPG,1,0.0,0.0,34.5
170ZW.jpg,170ZW,170ZW,1,0.0,0.0,27.0
1903ZD69.jpg,1903ZD69,11903ZD69,0,0.125,1.0,39.1
1928KS69.jpg,1928KS69,1920XS53,0,0.5,1.0,37.4
1928KS69_1.jpg,1928KS69,1928XS69,0,0.125,1.0,37.3
1945SL69.jpg,1945SL69,1945SL69,1,0.0,0.0,36.0
1945SL69_1.jpg,1945SL69,1945SL69,1,0.0,0.0,36.1
20160232.jpg,20160232,20140232,0,0.125,1.0,39.1
217AK.jpg,217AK,P17AK,0,0.2,1.0,27.6
218AFM69.jpg,218AFM69,218AFW69,0,0.125,1.0,36.1
230BJE69.jpg,230BJE69,230VJE65,0,0.25,1.0,35.9
2750XW69.jpg,2750XW69,2750XW69,1,0.0,0.0,40.0
2750XW69_1.jpg,2750XW69,2750XM69,0,0.125,1.0,36.3
288BJJ69.jpg,288BJJ69,1288BJJ69,0,0.125,1.0,39.2
316ZC.jpg,316ZC,316ZC,1,0.0,0.0,27.3
32TX.jpg,32TX,32TX,1,0.0,0.0,23.6
351AGW69.jpg,351AGW69,351AGW69,1,0.0,0.0,37.2
3778WP69.jpg,3778WP69,3778VP69,0,0.125,1.0,39.5
3778WP69_1.jpg,3778WP69,3778WP69,1,0.0,0.0,36.5
414TA53.jpg,414TA53,414TA53,1,0.0,0.0,33.2
4353SZ53.jpg,4353SZ53,4353SZ53,1,0.0,0.0,37.1
438YY.jpg,438YY,430YY,0,0.2,1.0,26.9
43980687.jpg,43980687,43980687,1,0.0,0.0,44.3
464ZN69.jpg,464ZN69,464ZN69,1,0.0,0.0,33.0
464ZN69_1.jpg,464ZN69,464ZN69,1,0.0,0.0,34.1
466NT.jpg,466NT,466NT,1,0.0,0.0,25.3
520ANV69.jpg,520ANV69,520ANV69,1,0.0,0.0,36.5
542DHK38.jpg,542DHK38,542DHK38,1,0.0,0.0,38.6
549FP.jpg,549FP,549FP,1,0.0,0.0,27.1
600AWQ69.jpg,600AWQ69,600AWQ69,1,0.0,0.0,35.3
6039SG53.jpg,6039SG53,6039SG53,1,0.0,0.0,35.2
6044RJ69.jpg,6044RJ69,6044RJ69,1,0.0,0.0,39.2
628AVM69.jpg,628AVM69,628AVM69,1,0.0,0.0,36.3
66RE.jpg,66RE,66RE,1,0.0,0.0,27.0
68MC.jpg,68MC,68MC,1,0.0,0.0,23.3
6CK.jpg,6CK,6CK,1,0.0,0.0,19.7
6H787GJ.jpg,6H787GJ,6H787GJ,1,0.0,0.0,35.6
7090100.jpg,7090100,7090100,1,0.0,0.0,36.3
7090100_1.jpg,7090100,709010,0,0.1429,1.0,36.2
762CB.jpg,762CB,762CB,1,0.0,0.0,26.6
790RS.jpg,790RS,790RS,1,0.0,0.0,26.4
794BBG69.jpg,794BBG69,794BBG69,1,0.0,0.0,35.5
80117SM.jpg,80117SM,90117SH,0,0.2857,1.0,36.1
808AJF69.jpg,808AJF69,808AJF69,1,0.0,0.0,36.2
808AJF69_1.jpg,808AJF69,808AJF69,1,0.0,0.0,36.0
8097YS4.jpg,8097YS4,8097YS4,1,0.0,0.0,33.8
819ATZ69.jpg,819ATZ69,819AT765,0,0.25,1.0,36.4
8360YF69.jpg,8360YF69,8360YF69,1,0.0,0.0,42.6
849WA62.jpg,849WA62,849WA62,1,0.0,0.0,33.1
849WA62_1.jpg,849WA62,849WA62,1,0.0,0.0,35.0
863BBR69.jpg,863BBR69,863BBR69,1,0.0,0.0,37.0
8680ZM69.jpg,8680ZM69,8680ZM69,1,0.0,0.0,36.9
877ATP69.jpg,877ATP69,877ATP69,1,0.0,0.0,39.0
8HT.jpg,8HT,8HT,1,0.0,0.0,19.9
916BHN06.jpg,916BHN06,916BHN06,1,0.0,0.0,37.0
916BHN06_1.jpg,916BHN06,916BHN06,1,0.0,0.0,37.7
928QS.jpg,928QS,9280S,0,0.2,1.0,30.2
954MR.jpg,954MR,954MR,1,0.0,0.0,26.9
960FN.jpg,960FN,960FN,1,0.0,0.0,27.0
970GA.jpg,970GA,970GA,1,0.0,0.0,27.2
991BLT69.jpg,991BLT69,991BLT69,1,0.0,0.0,40.0
AA025HX.jpg,AA025HX,AA025HX,1,0.0,0.0,36.8
AA181DH.jpg,AA181DH,AA181DH,1,0.0,0.0,30.7
AA194VD.jpg,AA194VD,AA194VD,1,0.0,0.0,33.8
AA194VD_1.jpg,AA194VD,AA194VD,1,0.0,0.0,29.2
AA245LB.jpg,AA245LB,AA245LG,0,0.1429,1.0,30.7
AA245LB_1.jpg,AA245LB,AA245LB,1,0.0,0.0,37.5
AA249.jpg,AA249,AA249,1,0.0,0.0,26.9
AA249EL.jpg,AA249EL,AA249EL,1,0.0,0.0,33.4
AA329XK.jpg,AA329XK,AA329XK,1,0.0,0.0,33.1
AA448CD.jpg,AA448CD,AA448CD,1,0.0,0.0,29.0
AA675LD.jpg,AA675LD,AA675LO,0,0.1429,1.0,32.0
AA865MX.jpg,AA865MX,AA865MX,1,0.0,0.0,32.0
AB107JS.jpg,AB107JS,AB107JS,1,0.0,0.0,37.1
AB309GX.jpg,AB309GX,AB309GX,1,0.0,0.0,30.0
AB309GX_1.jpg,AB309GX,AB309GX,1,0.0,0.0,33.0
AB330LH.jpg,AB330LH,AB330LH,1,0.0,0.0,36.6
AB330LH_1.jpg,AB330LH,AB330LH,1,0.0,0.0,31.0
AB374GE.jpg,AB374GE,AB374GE,1,0.0,0.0,35.2
AB476RW.jpg,AB476RW,AB476RM,0,0.1429,1.0,36.6
AB688LP.jpg,AB688LP,AB688LP,1,0.0,0.0,34.0
AB688LP_1.jpg,AB688LP,AB668LP,0,0.1429,1.0,30.1
AB7828EC.jpg,AB7828EC,AB7828EC,1,0.0,0.0,33.0
AB7828EC_1.jpg,AB7828EC,AB7828EC,1,0.0,0.0,33.1
AB904SR.jpg,AB904SR,AB904SR,1,0.0,0.0,28.9
AB972NB.jpg,AB972NB,AB972NB,1,0.0,0.0,35.0
AC258ES.jpg,AC258ES,AC258ES,1,0.0,0.0,29.1
AC393GB.jpg,AC393GB,AC393GB,1,0.0,0.0,28.9
AC694ZD.jpg,AC694ZD,AC694ZD,1,0.0,0.0,29.8
AC704KF.jpg,AC704KF,AC704KF,1,0.0,0.0,30.1
AC704KF_1.jpg,AC704KF,ACE704K,0,0.2857,1.0,36.9
AC816MY.jpg,AC816MY,AC816MY,1,0.0,0.0,32.1
AD566BE.jpg,AD566BE,AD566BE,1,0.0,0.0,30.1
AD605GE.jpg,AD605GE,AD605GE,1,0.0,0.0,36.6
AD704GR.jpg,AD704GR,AD704GR,1,0.0,0.0,31.2
AE226AS.jpg,AE226AS,AE226AS,1,0.0,0.0,29.2
AE638YX.jpg,AE638YX,AE638YY,0,0.1429,1.0,29.7
AE692CG.jpg,AE692CG,AE692CG,1,0.0,0.0,32.0
AF448HZ.jpg,AF448HZ,AF448HZ,1,0.0,0.0,31.3
AF919WS.jpg,AF919WS,AF919WS,1,0.0,0.0,29.8
AF970GA.jpg,AF970GA,AF970GA,1,0.0,0.0,32.7
AG343RH.jpg,AG343RH,AG343RH,1,0.0,0.0,32.3
AG431QB.jpg,AG431QB,AG4310B,0,0.1429,1.0,33.0
AG644BR.jpg,AG644BR,AG64BR,0,0.1429,1.0,29.6
AG699FS.jpg,AG699FS,AG699FS,1,0.0,0.0,33.0
AG797WZ.jpg,AG797WZ,AG797WZ,1,0.0,0.0,33.2
AG797WZ_1.jpg,AG797WZ,AG797WZ,1,0.0,0.0,32.0
AH238YA.jpg,AH238YA,AH238YA,1,0.0,0.0,31.9
AH246RJ.jpg,AH246RJ,AH246RJ,1,0.0,0.0,32.1
AH365BZ.jpg,AH365BZ,AH365BZ,1,0.0,0.0,30.1
AH745TV.jpg,AH745TV,AH745TV,1,0.0,0.0,33.3
AH779GF.jpg,AH779GF,AH779GF,1,0.0,0.0,29.7
AH870KN.jpg,AH870KN,AH870KN,1,0.0,0.0,39.8
AH973FS.jpg,AH973FS,AH797FS,0,0.2857,1.0,29.9
AH973FS_1.jpg,AH973FS,AH973FS,1,0.0,0.0,29.0
AH973FS_2.jpg,AH973FS,AH973FS,1,0.0,0.0,32.4
